000055,Commissariat A L`Energie Atom.
000056,Dr. B. Struck
000057,Scitex Corporation Ltd.
000058,Racore Computer Products Inc.
000059,Hellige GMBH
00005a,SysKonnect GmbH
00005b,Eltec Elektronik Ag
00005c,Telematics International Inc.
00005d,Cs Telecom
00005e,"ICANN, IANA Department"
00005f,"Sumitomo Electric Industries, Ltd"
000060,Kontron Europe GmbH
000061,Gateway Communications
000062,Bull Hn Information Systems
000063,Barco Control Rooms Gmbh
000064,Yokogawa Digital Computer Corporation
000065,Network General Corporation
000066,"Talaris Systems, Inc."
000067,"Soft * Rite, Inc."
000068,Rosemount Controls
000069,Concord Communications Inc
00006a,Computer Consoles Inc.
00006b,Silicon Graphics
00006c,Schneider Electric
00006d,"Cray Communications, Ltd."
00006e,Artisoft Inc.
00006f,Madge Ltd.
000070,Hcl Limited
000071,Adra Systems Inc.
000072,Miniware Technology
000073,Siecor Corporation
000074,Ricoh Company Ltd.
000075,Nortel Networks
000076,Abekas Video System
000077,Interphase Corporation
000078,Labtam Limited
000079,Networth Incorporated
00007a,Dana Computer Inc.
00007b,Research Machines
00007c,Ampere Incorporated
00007d,Oracle Corporation
00007e,Clustrix Corporation
00007f,Linotype-Hell Ag
000080,Cray Communications A/S
000081,Bay Networks
000082,Lectra Systemes Sa
000083,Tadpole Technology Plc
000084,Supernet
000085,Canon Inc.
000086,Megahertz Corporation
000087,"Hitachi, Ltd."
000088,Brocade Communications Systems LLC
000089,Cayman Systems Inc.
00008a,Datahouse Information Systems
00008b,Infotron
00008c,Alloy Computer Products (Australia) Pty Ltd
00008d,Cryptek Inc.
00008e,"Solbourne Computer, Inc."
00008f,Raytheon
000090,Microcom
000091,Anritsu Corporation
000092,Cogent Data Technologies
000093,Proteon Inc.
000094,Asante Technologies
000095,Sony Tektronix Corp.
000096,Marconi Electronics Ltd.
000097,Dell EMC
000098,Crosscomm Corporation
000099,"Mtx, Inc."
00009a,Rc Computer A/S
00009b,"Information International, Inc"
00009c,Rolm Mil-Spec Computers
00009d,Locus Computing Corporation
00009e,Marli S.A.
00009f,Ameristar Technologies Inc.
0000a0,"SANYO Electric Co., Ltd."
0000a1,Marquette Electric Co.
0000a2,Bay Networks
0000a3,Network Application Technology
0000a4,Acorn Computers Limited
0000a5,Tattile SRL
0000a6,Network General Corporation
0000a7,Network Computing Devices Inc.
0000a8,Stratus Technologies
0000a9,Network Systems Corp.
0000aa,Xerox Corporation
0000ab,Logic Modeling Corporation
0000ac,Conware Computer Consulting
0000ad,Bruker Instruments Inc.
0000ae,Dassault Electronique
0000af,"Canberra Industries, Inc."
0000b0,Rnd-Rad Network Devices
0000b1,Alpha Micro
0000b2,"Televideo Systems, Inc."
0000b3,Cimlinc Incorporated
0000b4,Edimax Technology Co. Ltd.
0000b5,Datability Software Sys. Inc.
0000b6,Micro-Matic Research
0000b7,Dove Computer Corporation
0000b8,"Seikosha Co., Ltd."
0000b9,Mcdonnell Douglas Computer Sys
0000ba,"Siig, Inc."
0000bb,Tri-Data
0000bc,Rockwell Automation
0000bd,"RYOSEI, Ltd."
0000be,The Nti Group
0000bf,Symmetric Computer Systems
0000c0,Western Digital Corporation
0000c1,Madge Ltd.
0000c2,Information Presentation Tech.
0000c3,Harris Corporation
0000c4,Waters Div. Of Millipore
0000c5,Commscope
0000c6,Eon Systems
0000c7,Arix Corporation
0000c8,Altos Computer Systems
0000c9,Emulex Corporation
0000ca,Commscope
0000cb,Compu-Shack Electronic Gmbh
0000cc,"Densan Co., Ltd."
0000cd,Allied Telesis Labs Ltd
0000ce,Megadata Corp.
0000cf,Hayes Microcomputer Products
0000d0,Develcon Electronics Ltd.
0000d1,Adaptec Incorporated
0000d2,"Sbe, Inc."
0000d3,Wang Laboratories Inc.
0000d4,Pure Data Ltd.
0000d5,Micrognosis International
0000d6,Punch Line Holding
0000d7,Dartmouth College
0000d8,"Novell, Inc."
0000d9,Nippon Telegraph & Telephone
0000da,Atex
0000db,British Telecommunications plc
0000dc,Hayes Microcomputer Products
0000dd,Tcl Incorporated
0000de,Cetia
0000df,Bell & Howell Pub Sys Div
0000e0,Quadram Corp.
0000e1,Grid Systems
0000e2,Acer Technologies Corp.
0000e3,Integrated Micro Products Ltd
0000e4,In2 Groupe Intertechnique
0000e5,Sigmex Ltd.
0000e6,Aptor Produits De Comm Indust
0000e7,Star Gate Technologies
0000e8,Accton Technology Corp.
0000e9,"Isicad, Inc."
0000ea,Upnod Ab
0000eb,Matsushita Comm. Ind. Co. Ltd.
0000ec,Microprocess
0000ed,April
0000ee,"Network Designers, Ltd."
0000ef,Kti
0000f0,"Samsung Electronics Co.,Ltd"
0000f1,Magna Computer Corporation
0000f2,Spider Communications
0000f3,Gandalf Data Limited
0000f4,"Allied Telesis, Inc."
0000f5,Diamond Sales Limited
0000f6,Applied Microsystems Corp.
0000f7,Youth Keep Enterprise Co Ltd
0000f8,Digital Equipment Corporation
0000f9,Quotron Systems Inc.
0000fa,Microsage Computer Systems Inc
0000fb,Rechner Zur Kommunikation
0000fc,Meiko
0000fd,High Level Hardware
0000fe,"Annapolis Micro Systems, Inc."
0000ff,Camtec Electronics Ltd.
000100,Equip'Trans
000101,Private
000102,3Com
000103,3Com
000104,"DVICO Co., Ltd."
000105,Beckhoff Automation GmbH
000106,Tews Datentechnik GmbH
000107,Leiser GmbH
000108,"AVLAB Technology, Inc."
000109,"Nagano Japan Radio Co., Ltd."
00010a,Cis Technology Inc.
00010b,"Space CyberLink, Inc."
00010c,System Talks Inc.
00010d,Teledyne DALSA Inc.
00010e,"Bri-Link Technologies Co., Ltd"
00010f,Brocade Communications Systems LLC
000110,Gotham Networks
000111,iDigm Inc.
000112,Shark Multimedia Inc.
000113,Olympus Corporation
000114,"Kanda Tsushin Kogyo Co., Ltd."
000115,Extratech Corporation
000116,"Netspect Technologies, Inc."
000117,Canal +
000118,"EZ Digital Co., Ltd."
000119,RTUnet (Australia)
00011a,Hoffmann und Burmeister GbR
00011b,"Unizone Technologies, Inc."
00011c,Universal Talkware Corporation
00011d,Centillium Communications
00011e,"Precidia Technologies, Inc."
00011f,"RC Networks, Inc."
000120,Oscilloquartz S.A.
000121,"WatchGuard Technologies, Inc."
000122,"Trend Communications, Ltd."
000123,Schneider Electric Japan Holdings Ltd.
000124,Acer Incorporated
000125,"Yaesu Musen Co., Ltd."
000126,PAC Labs
000127,OPEN Networks Pty Ltd
000128,"EnjoyWeb, Inc."
000129,DFI Inc.
00012a,Telematica Sistems Inteligente
00012b,"TELENET Co., Ltd."
00012c,"Aravox Technologies, Inc."
00012d,Komodo Technology
00012e,PC Partner Ltd.
00012f,Twinhead International Corp
000130,"Extreme Networks, Inc."
000131,"Bosch Security Systems, Inc."
000132,Dranetz - BMI
000133,KYOWA Electronic Instruments C
000134,Selectron Systems AG
000135,KDC Corp.
000136,CyberTAN Technology Inc.
000137,IT Farm Corporation
000138,XAVi Technologies Corp.
000139,Point Multimedia Systems
00013a,"Shelcad Communications, Ltd."
00013b,Bna Systems
00013c,Tiw Systems
00013d,RiscStation Ltd.
00013e,Ascom Tateco AB
00013f,"Neighbor World Co., Ltd."
000140,Sendtek Corporation
000141,Cable Print
000142,"Cisco Systems, Inc"
000143,"Cisco Systems, Inc"
000144,Dell EMC
000145,"Winsystems, Inc."
000146,"Tesco Controls, Inc."
000147,"Zhone Technologies, Inc."
000148,X-traWeb Inc.
000149,Tdt Ag
00014a,Sony Corporation
00014b,"Ennovate Networks, Inc."
00014c,Berkeley Process Control
00014d,"Shin Kin Enterprises Co., Ltd"
00014e,"WIN Enterprises, Inc."
00014f,Adtran Inc
000150,"Gilat Communications, Ltd."
000151,Ensemble Communications
000152,Chromatek Inc.
000153,Archtek Telecom Corporation
000154,G3M Corporation
000155,"Promise Technology, Inc."
000156,"Firewiredirect.Com, Inc."
000157,"Syswave Co., Ltd"
000158,Electro Industries/Gauge Tech
000159,S1 Corporation
00015a,Digital Video Broadcasting
00015b,ITALTEL S.p.A/RF-UP-I
00015c,Cadant Inc.
00015d,Oracle Corporation
00015e,"Best Technology Co., Ltd."
00015f,DIGITAL DESIGN GmbH
000160,"ELMEX Co., LTD."
000161,Meta Machine Technology
000162,"Cygnet Technologies, Inc."
000163,"Cisco Systems, Inc"
000164,"Cisco Systems, Inc"
000165,AirSwitch Corporation
000166,Tc Group A/S
000167,Hioki E.E. Corporation
000168,Vitana Corporation
000169,Celestix Networks Pte Ltd.
00016a,Alitec
00016b,"LightChip, Inc."
00016c,Foxconn
00016d,CarrierComm Inc.
00016e,Conklin Corporation
00016f,Inkel Corp.
000170,ESE Embedded System Engineer'g
000171,Allied Data Technologies
000172,"TechnoLand Co., LTD."
000173,Amcc
000174,CyberOptics Corporation
000175,Radiant Communications Corp.
000176,Orient Silver Enterprises
000177,Edsl
000178,"MARGI Systems, Inc."
000179,"Wireless Technology, Inc."
00017a,"Chengdu Maipu Electric Industrial Co., Ltd."
00017b,Heidelberger Druckmaschinen AG
00017c,AG-E GmbH
00017d,ThermoQuest
00017e,"ADTEK System Science Co., Ltd."
00017f,Experience Music Project
000180,"AOpen, Inc."
000181,Nortel Networks
000182,Dica Technologies Ag
000183,Anite Telecoms
000184,Sieb & Meyer Ag
000185,"Hitachi Aloka Medical, Ltd."
000186,Uwe Disch
000187,I2SE GmbH
000188,LXCO Technologies ag
000189,"Refraction Technology, Inc."
00018a,Roi Computer Ag
00018b,"NetLinks Co., Ltd."
00018c,Mega Vision
00018d,AudeSi Technologies
00018e,Logitec Corporation
00018f,"Kenetec, Inc."
000190,Smk-M
000191,SYRED Data Systems
000192,Texas Digital Systems
000193,"Hanbyul Telecom Co., Ltd."
000194,Capital Equipment Corporation
000195,"Sena Technologies, Inc."
000196,"Cisco Systems, Inc"
000197,"Cisco Systems, Inc"
000198,Darim Vision
000199,HeiSei Electronics
00019a,LEUNIG GmbH
00019b,"Kyoto Microcomputer Co., Ltd."
00019c,Lumentum
00019d,"E-Control Systems, Inc."
00019e,"ESS Technology, Inc."
00019f,ReadyNet
0001a0,Infinilink Corporation
0001a1,"Mag-Tek, Inc."
0001a2,"Logical Co., Ltd."
0001a3,"Genesys Logic, Inc."
0001a4,Microlink Corporation
0001a5,"Nextcomm, Inc."
0001a6,Scientific-Atlanta Arcodan A/S
0001a7,Unex Technology Corporation
0001a8,"Welltech Computer Co., Ltd."
0001a9,Bmw Ag
0001aa,"Airspan Communications, Ltd."
0001ab,Main Street Networks
0001ac,"Sitara Networks, Inc."
0001ad,"Coach Master International d.b.a. CMI Worldwide, Inc."
0001ae,Trex Enterprises
0001af,Artesyn Embedded Technologies
0001b0,"Fulltek Technology Co., Ltd."
0001b1,General Bandwidth
0001b2,"Digital Processing Systems, Inc."
0001b3,Precision Electronic Manufacturing
0001b4,"Wayport, Inc."
0001b5,"Turin Networks, Inc."
0001b6,"SAEJIN T&M Co., Ltd."
0001b7,"Centos, Inc."
0001b8,"Netsensity, Inc."
0001b9,SKF (U.K.) Limited
0001ba,"IC-Net, Inc."
0001bb,Frequentis
0001bc,Brains Corporation
0001bd,"Peterson Electro-Musical Products, Inc."
0001be,"Gigalink Co., Ltd."
0001bf,"Teleforce Co., Ltd."
0001c0,"CompuLab, Ltd."
0001c1,Vitesse Semiconductor Corporation
0001c2,ARK Research Corp.
0001c3,"Acromag, Inc."
0001c4,"NeoWave, Inc."
0001c5,Simpler Networks
0001c6,Quarry Technologies
0001c7,"Cisco Systems, Inc"
0001c8,Thomas Conrad Corp.
0001c9,"Cisco Systems, Inc"
0001ca,"Geocast Network Systems, Inc."
0001cb,Evr
0001cc,Brand Maker Enabler Inc.
0001cd,ARtem
0001ce,"Custom Micro Products, Ltd."
0001cf,"Alpha Data Parallel Systems, Ltd."
0001d0,"VitalPoint, Inc."
0001d1,"CoNet Communications, Inc."
0001d2,"inXtron, Inc."
0001d3,"PAXCOMM, Inc."
0001d4,"Leisure Time, Inc."
0001d5,"Haedong Info & Comm Co., Ltd"
0001d6,manroland AG
0001d7,F5 Inc.
0001d8,"Teltronics, Inc."
0001d9,"Sigma, Inc."
0001da,WINCOMM Corporation
0001db,Freecom Technologies GmbH
0001dc,Activetelco
0001dd,Avail Networks
0001de,"Trango Systems, Inc."
0001df,"ISDN Communications, Ltd."
0001e0,"Fast Systems, Inc."
0001e1,"Kinpo Electronics, Inc."
0001e2,Ando Electric Corporation
0001e3,Siemens AG
0001e4,"Sitera, Inc."
0001e5,"Supernet, Inc."
0001e6,Hewlett Packard
0001e7,Hewlett Packard
0001e8,"Force10 Networks, Inc."
0001e9,Litton Marine Systems B.V.
0001ea,Cirilium Corp.
0001eb,C-COM Corporation
0001ec,Ericsson Group
0001ed,SETA Corp.
0001ee,"Comtrol Europe, Ltd."
0001ef,Camtel Technology Corp.
0001f0,"Tridium, Inc."
0001f1,"Innovative Concepts, Inc."
0001f2,"Mark of the Unicorn, Inc."
0001f3,"QPS, Inc."
0001f4,Enterasys
0001f5,Erim S.A.
0001f6,Association of Musical Electronics Industry
0001f7,"Image Display Systems, Inc."
0001f8,Texio Technology Corporation
0001f9,TeraGlobal Communications Corp.
0001fa,Horoscas
0001fb,"DoTop Technology, Inc."
0001fc,Keyence Corporation
0001fd,"Digital Voice Systems, Inc."
0001fe,Digital Equipment Corporation
0001ff,"Data Direct Networks, Inc."
000200,"Net & Sys Co., Ltd."
000201,IFM Electronic gmbh
000202,"Amino Communications, Ltd."
000203,"Woonsang Telecom, Inc."
000204,Bodmann Industries Elektronik GmbH
000205,"Hitachi Denshi, Ltd."
000206,Telital R&D Denmark A/S
000207,VisionGlobal Network Corp.
000208,"Unify Networks, Inc."
000209,"Shenzhen SED Information Technology Co., Ltd."
00020a,Gefran Spa
00020b,"Native Networks, Inc."
00020c,Metro-Optix
00020d,Micronpc.com
00020e,ECI Telecom Ltd.
00020f,Aatr
000210,Fenecom
000211,Nature Worldwide Technology Corp.
000212,SierraCom
000213,S.D.E.L.
000214,Dtvro
000215,Cotas Computer Technology A/B
000216,"Cisco Systems, Inc"
000217,"Cisco Systems, Inc"
000218,Advanced Scientific Corp
000219,Paralon Technologies
00021a,Zuma Networks
00021b,Kollmorgen-Servotronix
00021c,"Network Elements, Inc."
00021d,Data General Communication Ltd.
00021e,Simtel S.R.L.
00021f,Aculab PLC
000220,Canon Finetech Inc.
000221,"DSP Application, Ltd."
000222,"Chromisys, Inc."
000223,ClickTV
000224,C-Cor
000225,One Stop Systems
000226,"XESystems, Inc."
000227,ESD Electronic System Design GmbH
000228,"Necsom, Ltd."
000229,Adtec Corporation
00022a,Asound Electronic
00022b,"SAXA, Inc."
00022c,"ABB Bomem, Inc."
00022d,Agere Systems
00022e,TEAC Corp. R& D
00022f,"P-Cube, Ltd."
000230,Intersoft Electronics
000231,Ingersoll-Rand
000232,"Avision, Inc."
000233,"Mantra Communications, Inc."
000234,"Imperial Technology, Inc."
000235,Paragon Networks International
000236,INIT GmbH
000237,Cosmo Research Corp.
000238,"Serome Technology, Inc."
000239,Visicom
00023a,ZSK Stickmaschinen GmbH
00023b,Ericsson
00023c,"Creative Technology, Ltd."
00023d,"Cisco Systems, Inc"
00023e,Selta Telematica S.p.a
00023f,Compal Electronics INC.
000240,"Seedek Co., Ltd."
000241,Amer.com
000242,Videoframe Systems
000243,"Raysis Co., Ltd."
000244,SURECOM Technology Co.
000245,"Lampus Co, Ltd."
000246,"All-Win Tech Co., Ltd."
000247,"Great Dragon Information Technology (Group) Co., Ltd."
000248,Pilz GmbH & Co.
000249,"Aviv Infocom Co, Ltd."
00024a,"Cisco Systems, Inc"
00024b,"Cisco Systems, Inc"
00024c,"SiByte, Inc."
00024d,Mannesman Dematic Colby Pty. Ltd.
00024e,Datacard Group
00024f,IPM Datacom S.R.L.
000250,"Geyser Networks, Inc."
000251,"Soma Networks, Inc."
000252,Carrier Corporation
000253,"Televideo, Inc."
000254,WorldGate
000255,IBM Corp
000256,"Alpha Processor, Inc."
000257,Microcom Corp.
000258,Flying Packets Communications
000259,"Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group"
00025a,Catena Networks
00025b,Cambridge Silicon Radio
00025c,"SCI Systems (Kunshan) Co., Ltd."
00025d,Calix Networks
00025e,High Technology Ltd
00025f,Nortel Networks
000260,"Accordion Networks, Inc."
000261,Tilgin AB
000262,"Soyo Group Soyo Com Tech Co., Ltd"
000263,RPS S.p.A.
000264,AudioRamp.com
000265,Virditech Co. Ltd.
000266,Thermalogic Corporation
000267,"Node Runner, Inc."
000268,Harris Government Communications
000269,"Nadatel Co., Ltd"
00026a,"Cocess Telecom Co., Ltd."
00026b,"BCM Computers Co., Ltd."
00026c,Philips CFT
00026d,Adept Telecom
00026e,"NeGeN Access, Inc."
00026f,"Senao International Co., Ltd."
000270,"Crewave Co., Ltd."
000271,"Zhone Technologies, Inc."
000272,"CC&C Technologies, Inc."
000273,Coriolis Networks
000274,Tommy Technologies Corp.
000275,"SMART Technologies, Inc."
000276,Primax Electronics Ltd.
000277,Cash Systemes Industrie
000278,"Samsung Electro Mechanics Co., Ltd."
000279,"Control Applications, Ltd."
00027a,IOI Technology Corporation
00027b,"Amplify Net, Inc."
00027c,"Trilithic, Inc."
00027d,"Cisco Systems, Inc"
00027e,"Cisco Systems, Inc"
00027f,ask-technologies.com
000280,"Mu Net, Inc."
000281,Madge Ltd.
000282,"ViaClix, Inc."
000283,"Spectrum Controls, Inc."
000284,UK Grid Solutions Limited
000285,Riverstone Networks
000286,Occam Networks
000287,Adapcom
000288,Global Village Communication
000289,DNE Technologies
00028a,Ambit Microsystems Corporation
00028b,VDSL Systems OY
00028c,Micrel-Synergy Semiconductor
00028d,"Movita Technologies, Inc."
00028e,"Rapid 5 Networks, Inc."
00028f,"Globetek, Inc."
000290,"Woorigisool, Inc."
000291,"Open Network Co., Ltd."
000292,"Logic Innovations, Inc."
000293,Solid Data Systems
000294,"Tokyo Sokushin Co., Ltd."
000295,Mavenir Ipa Uk Ltd
000296,"Lectron Co,. Ltd."
000297,C-COR.net
000298,Broadframe Corporation
000299,"Apex, Inc."
00029a,Storage Apps
00029b,Kreatel Communications AB
00029c,3Com
00029d,Merix Corp.
00029e,"Information Equipment Co., Ltd."
00029f,L-3 Communication Aviation Recorders
0002a0,Flatstack Ltd.
0002a1,World Wide Packets
0002a2,Hilscher GmbH
0002a3,Hitachi Energy Switzerland Ltd
0002a4,"AddPac Technology Co., Ltd."
0002a5,Hewlett Packard
0002a6,"Effinet Systems Co., Ltd."
0002a7,Vivace Networks
0002a8,Air Link Technology
0002a9,"RACOM, s.r.o."
0002aa,"PLcom Co., Ltd."
0002ab,"CTC Union Technologies Co., Ltd."
0002ac,3PAR data
0002ad,HOYA Corporation
0002ae,Scannex Electronics Ltd.
0002af,"TeleCruz Technology, Inc."
0002b0,"Hokubu Communication & Industrial Co., Ltd."
0002b1,"Anritsu, Ltd."
0002b2,Cablevision
0002b3,Intel Corporation
0002b4,Daphne
0002b5,"Avnet, Inc."
0002b6,"Acrosser Technology Co., Ltd."
0002b7,"Watanabe Electric Industry Co., Ltd."
0002b8,Whi Konsult Ab
0002b9,"Cisco Systems, Inc"
0002ba,"Cisco Systems, Inc"
0002bb,Continuous Computing Corp
0002bc,"LVL 7 Systems, Inc."
0002bd,"Bionet Co., Ltd."
0002be,"Totsu Engineering, Inc."
0002bf,"dotRocket, Inc."
0002c0,"Bencent Tzeng Industry Co., Ltd."
0002c1,"Innovative Electronic Designs, Inc."
0002c2,Net Vision Telecom
0002c3,Arelnet Ltd.
0002c4,"OPT Machine Vision Tech Co., Ltd"
0002c5,Evertz Microsystems Ltd.
0002c6,Data Track Technology PLC
0002c7,"Alpsalpine Co,.Ltd"
0002c8,Technocom Communications Technology (pte) Ltd
0002c9,"Mellanox Technologies, Inc."
0002ca,"EndPoints, Inc."
0002cb,TriState Ltd.
0002cc,M.C.C.I
0002cd,"TeleDream, Inc."
0002ce,"FoxJet, Inc."
0002cf,"ZyGate Communications, Inc."
0002d0,Comdial Corporation
0002d1,"Vivotek, Inc."
0002d2,Workstation AG
0002d3,"NetBotz, Inc."
0002d4,"PDA Peripherals, Inc."
0002d5,Acr
0002d6,NICE Systems
0002d7,EMPEG Ltd
0002d8,BRECIS Communications Corporation
0002d9,Reliable Controls
0002da,"ExiO Communications, Inc."
0002db,Netsec
0002dc,GENERAL Inc.
0002dd,"Bromax Communications, Ltd."
0002de,"Astrodesign, Inc."
0002df,"Net Com Systems, Inc."
0002e0,ETAS GmbH
0002e1,Integrated Network Corporation
0002e2,NDC Infared Engineering
0002e3,"LITE-ON Communications, Inc."
0002e4,"JC HYUN Systems, Inc."
0002e5,Timeware Ltd.
0002e6,"Gould Instrument Systems, Inc."
0002e7,CAB GmbH & Co KG
0002e8,E.D.&A.
0002e9,CS Systemes De Securite - C3S
0002ea,Focus Enhancements
0002eb,Pico Communications
0002ec,Maschoff Design Engineering
0002ed,"DXO Telecom Co., Ltd."
0002ee,Nokia Danmark A/S
0002ef,CCC Network Systems Group Ltd.
0002f0,"AME Optimedia Technology Co., Ltd."
0002f1,"Pinetron Co., Ltd."
0002f2,"eDevice, Inc."
0002f3,"Media Serve Co., Ltd."
0002f4,"PCTEL, Inc."
0002f5,"VIVE Synergies, Inc."
0002f6,Equipe Communications
0002f7,Arm
0002f8,"SEAKR Engineering, Inc."
0002f9,MIMOS Berhad
0002fa,"DX Antenna Co., Ltd."
0002fb,Baumuller Aulugen-Systemtechnik GmbH
0002fc,"Cisco Systems, Inc"
0002fd,"Cisco Systems, Inc"
0002fe,"Viditec, Inc."
0002ff,Handan BroadInfoCom
000300,"Barracuda Networks, Inc."
000301,Exfo
000302,Charles Industries
000303,"JAMA Electronics Co., Ltd."
000304,Pacific Broadband Communications
000305,MSC Vertriebs GmbH
000306,"Fusion In Tech Co., Ltd."
000307,"Secure Works, Inc."
000308,"AM Communications, Inc."
000309,Texcel Technology PLC
00030a,Argus Technologies
00030b,"Hunter Technology, Inc."
00030c,Telesoft Technologies Ltd.
00030d,Uniwill Computer Corp.
00030e,"Core Communications Co., Ltd."
00030f,Digital China (Shanghai) Networks Ltd.
000310,E-Globaledge Corporation
000311,"Micro Technology Co., Ltd."
000312,TRsystems GmbH
000313,Access Media SPA
000314,Teleware Network Systems
000315,Cidco Incorporated
000316,"Nobell Communications, Inc."
000317,"Merlin Systems, Inc."
000318,"Cyras Systems, Inc."
000319,Infineon AG
00031a,"Beijing Broad Telecom Ltd., China"
00031b,"Cellvision Systems, Inc."
00031c,Svenska Hardvarufabriken AB
00031d,"Taiwan Commate Computer, Inc."
00031e,"Optranet, Inc."
00031f,Condev Ltd.
000320,"Xpeed, Inc."
000321,"Reco Research Co., Ltd."
000322,"IDIS Co., Ltd."
000323,"Cornet Technology, Inc."
000324,"LIMNO Co., Ltd."
000325,Arima Computer Corp.
000326,"Iwasaki Information Systems Co., Ltd."
000327,HMS Industrial Networks
000328,"Mace Group, Inc."
000329,"F3, Inc."
00032a,"UniData Communication Systems, Inc."
00032b,GAI Datenfunksysteme GmbH
00032c,ABB Switzerland Ltd
00032d,"IBASE Technology, Inc."
00032e,"Scope Information Management, Ltd."
00032f,"Global Sun Technology, Inc."
000330,"Imagenics, Co., Ltd."
000331,"Cisco Systems, Inc"
000332,"Cisco Systems, Inc"
000333,"Digitel Co., Ltd."
000334,Omega Engineering Inc.
000335,Mirae Technology
000336,Zetes Technologies
000337,"Vaone, Inc."
000338,Oak Technology
000339,"Eurologic Systems, Ltd."
00033a,"Silicon Wave, Inc."
00033b,"TAMI Tech Co., Ltd."
00033c,"Daiden Co., Ltd."
00033d,ILSHin Lab
00033e,"Tateyama System Laboratory Co., Ltd."
00033f,"BigBand Networks, Ltd."
000340,"Floware Wireless Systems, Ltd."
000341,EVS Broadcast Equipment
000342,Nortel Networks
000343,Martin Professional A/S
000344,"Tietech.Co., Ltd."
000345,Routrek Networks Corporation
000346,KOKUSAI DENKI Electric Inc.
000347,Intel Corporation
000348,"Norscan Instruments, Ltd."
000349,Vidicode Datacommunicatie B.V.
00034a,RIAS Corporation
00034b,Nortel Networks
00034c,"Shanghai DigiVision Technology Co., Ltd."
00034d,"Chiaro Networks, Ltd."
00034e,"Pos Data Company, Ltd."
00034f,Sur-Gard Security
000350,Bticino Spa
000351,Diebold Nixdorf
000352,Colubris Networks
000353,"Mitac, Inc."
000354,Fiber Logic Communications
000355,TeraBeam Internet Systems
000356,Diebold Nixdorf
000357,"Intervoice-Brite, Inc."
000358,Hanyang Digitech Co.Ltd
000359,DigitalSis
00035a,Photron Limited
00035b,BridgeWave Communications
00035c,Saint Song Corp.
00035d,"Bosung Hi-Net Co., Ltd."
00035e,"Metropolitan Area Networks, Inc."
00035f,Prüftechnik Condition Monitoring GmbH & Co. KG
000360,"PAC Interactive Technology, Inc."
000361,"Widcomm, Inc."
000362,"Vodtel Communications, Inc."
000363,"Miraesys Co., Ltd."
000364,"Scenix Semiconductor, Inc."
000365,"Kira Information & Communications, Ltd."
000366,ASM Pacific Technology
000367,"Jasmine Networks, Inc."
000368,"Embedone Co., Ltd."
000369,"Nippon Antenna Co., Ltd."
00036a,"Mainnet, Ltd."
00036b,"Cisco Systems, Inc"
00036c,"Cisco Systems, Inc"
00036d,"Runtop, Inc."
00036e,Nicon Systems (Pty) Limited
00036f,Telsey SPA
000370,"NXTV, Inc."
000371,Acomz Networks Corp.
000372,Ulan
